filepath,label,label_id
data/dataset_filtered\Banana__Rotten\Screen_Shot_2018-06-12_at_8.50.54_PM.png,Banana__Rotten,4
data/dataset_filtered\Corn___Northern_Leaf_Blight\image_(978).jpg,Corn___Northern_Leaf_Blight,9
data/dataset_filtered\Cherry__healthy\de556ebb-05fb-448c-b83d-7b159bb3c5ae___JR_HL_9740.jpg,Cherry__healthy,5
data/dataset_filtered\Tomato_Early_blight\0cd1ebaf-3975-4749-b625-50b7b0751c36___RS_Erly.B_7508.jpg,Tomato_Early_blight,35
data/dataset_filtered\Banana__Healthy\rotated_by_45_Screen_Shot_2018-06-12_at_9.42.09_PM.png,Banana__Healthy,3
data/dataset_filtered\Cucumber__healthy\freshCucumber_(238).jpg,Cucumber__healthy,10
data/dataset_filtered\Mango__healthy\681.jpg,Mango__healthy,16
data/dataset_filtered\Orange__Rotten\rotated_by_60_Screen_Shot_2018-06-12_at_11.28.17_PM.png,Orange__Rotten,18
data/dataset_filtered\Banana__Rotten\rotated_by_60_Screen_Shot_2018-06-12_at_9.14.13_PM.png,Banana__Rotten,4
data/dataset_filtered\Tomato__Tomato_YellowLeaf__Curl_Virus\95663aad-c162-439e-b12e-9f9061b9474e___UF.GRC_YLCV_Lab_08463.jpg,Tomato__Tomato_YellowLeaf__Curl_Virus,40
data/dataset_filtered\Tomato_Septoria_leaf_spot\b87ed565-d3b3-4f69-9a9e-9b742e376110___JR_Sept.L.S_8403.jpg,Tomato_Septoria_leaf_spot,38
data/dataset_filtered\Mango__Rotten\rottenMango_(385).jpg,Mango__Rotten,15
data/dataset_filtered\Tomato__Tomato_YellowLeaf__Curl_Virus\755de3cb-deee-4f67-bd63-0afacb7d5cf0___UF.GRC_YLCV_Lab_03066.jpg,Tomato__Tomato_YellowLeaf__Curl_Virus,40
data/dataset_filtered\Peach__bacterial_spot\15595c63-4138-432c-84ab-dac365f01303___Rut._Bact.S_1139.jpg,Peach__bacterial_spot,19
data/dataset_filtered\Tomato__target_spot\e0305b9d-488b-4fe0-8472-8bbd9dfe6bc4___Com.G_TgS_FL_7895.jpg,Tomato__target_spot,45
data/dataset_filtered\Potato___Late_Blight\0d8346e1-4624-4979-84e6-1353ca59007a___RS_LB_4079.jpg,Potato___Late_Blight,24
data/dataset_filtered\Rice___Leaf_Blast\IMG_20190419_173211.jpg,Rice___Leaf_Blast,26
data/dataset_filtered\Rice___Healthy\IMG_20190419_134457.jpg,Rice___Healthy,25
data/dataset_filtered\Tomato__healthy\freshTomato_(27).jpg,Tomato__healthy,42
data/dataset_filtered\Tomato_Spider_mites_Two_spotted_spider_mite\256f372d-a298-423d-87b4-dc1019516864___Com.G_SpM_FL_1352.jpg,Tomato_Spider_mites_Two_spotted_spider_mite,39
data/dataset_filtered\Wheat___Brown_Rust\Brown_rust839.jpg,Wheat___Brown_Rust,47
data/dataset_filtered\Strawberry__Rotten\rottenStrawberry_(310).jpg,Strawberry__Rotten,31
data/dataset_filtered\Tomato__bacterial_spot\69c8f994-3b9e-4629-9fb9-d06a9cca522e___GCREC_Bact.Sp_5875.jpg,Tomato__bacterial_spot,41
data/dataset_filtered\Grape__leaf_blight_(isariopsis_leaf_spot)\4597e55d-b339-4598-b1d0-63f001748aab___FAM_L.Blight_1693.jpg,Grape__leaf_blight_(isariopsis_leaf_spot),14
data/dataset_filtered\Mango__Rotten\lasio_151.jpg,Mango__Rotten,15
data/dataset_filtered\Orange__Healthy\rotated_by_15_Screen_Shot_2018-06-13_at_12.08.48_AM.png,Orange__Healthy,17
data/dataset_filtered\Soybean__caterpillar\caterpillar_(1482).jpg,Soybean__caterpillar,28
data/dataset_filtered\Tomato__late_blight\b9e6992c-f73a-410e-8b06-a6ce96192c6a___GHLB2_Leaf_9077.jpg,Tomato__late_blight,43
data/dataset_filtered\Cucumber__healthy\IMG20200629183108.jpg,Cucumber__healthy,10
data/dataset_filtered\Strawberry___leaf_scorch\8eeae599-8ef5-4cfa-9599-8e3247d9ad79___RS_L.Scorch_1387.jpg,Strawberry___leaf_scorch,32
data/dataset_filtered\Grape__black_rot\Grape_Black_rot183.jpg,Grape__black_rot,12
data/dataset_filtered\Rice___Leaf_Blast\IMG_20190419_131924.jpg,Rice___Leaf_Blast,26
data/dataset_filtered\Tomato_Bacterial_spot\23dc9572-9fab-4847-b1dd-9c63e9ee010b___GCREC_Bact.Sp_5811.jpg,Tomato_Bacterial_spot,34
data/dataset_filtered\Tomato__healthy\freshTomato_(285).png,Tomato__healthy,42
data/dataset_filtered\Apple__Healthy\2a53473e-0c50-43d5-933c-a62576fb5f52___RS_HL_7664.jpg,Apple__Healthy,0
data/dataset_filtered\Pepper__bell___healthy\460fc45d-55be-443f-b36d-bcaf8a8bfe6e___JR_HL_8080.jpg,Pepper__bell___healthy,21
data/dataset_filtered\Rice___Leaf_Blast\IMG_5518.jpg,Rice___Leaf_Blast,26
data/dataset_filtered\Tomato_Spider_mites_Two_spotted_spider_mite\8b4b9281-cf1e-407e-acf7-5ead938e57d1___Com.G_SpM_FL_9597.jpg,Tomato_Spider_mites_Two_spotted_spider_mite,39
data/dataset_filtered\Rice___Neck_Blast\IMG20201109203218_00.jpg,Rice___Neck_Blast,27
data/dataset_filtered\Tomato_Late_blight\6dd1bc0c-72c3-420c-aa48-c3bb4ca8dc7c___GHLB2_Leaf_83.1.jpg,Tomato_Late_blight,36
data/dataset_filtered\Potato___Late_Blight\50abdfe1-411f-4afe-8f78-1ffb7816792f___RS_LB_2694.jpg,Potato___Late_Blight,24
data/dataset_filtered\Tomato_Septoria_leaf_spot\4d19cd34-0257-4c33-99eb-c1036c018b71___Matt.S_CG_7843.jpg,Tomato_Septoria_leaf_spot,38
data/dataset_filtered\Wheat___Brown_Rust\Brown_rust196.jpg,Wheat___Brown_Rust,47
data/dataset_filtered\Apple__Healthy\bf8697bb-a12a-4488-9178-22180bde51e5___RS_HL_5889.jpg,Apple__Healthy,0
data/dataset_filtered\Orange__Rotten\rotated_by_75_Screen_Shot_2018-06-12_at_11.28.28_PM.png,Orange__Rotten,18
data/dataset_filtered\Cherry__healthy\1df46278-9217-49d4-979f-a74ac2ab7d52___JR_HL_9563.jpg,Cherry__healthy,5
data/dataset_filtered\Tomato__late_blight\7f3884a8-82eb-4db8-b5c2-cc3f6dbe0cf9___RS_Late.B_6196.jpg,Tomato__late_blight,43
data/dataset_filtered\Mango__healthy\freshMango_(69).png,Mango__healthy,16
data/dataset_filtered\Tomato__target_spot\9f47b961-a5f0-42e9-bb2d-0ef5749116f8___Com.G_TgS_FL_8381.jpg,Tomato__target_spot,45
data/dataset_filtered\Cherry__powdery_mildew\14990ce5-7f83-4a3e-b9ae-23d4db64213e___FREC_Pwd.M_4530.jpg,Cherry__powdery_mildew,6
data/dataset_filtered\Soybean__caterpillar\caterpillar_(105).jpg,Soybean__caterpillar,28
data/dataset_filtered\Grape__black_measles\661e6913-9c64-4f2f-a1f3-67cb7b2c4eeb___FAM_B.Msls_4102.jpg,Grape__black_measles,11
data/dataset_filtered\Cherry__healthy\8703335b-e747-4283-b57e-8467f17fa744___JR_HL_9585.jpg,Cherry__healthy,5
data/dataset_filtered\Wheat___Healthy\Healthy552.jpg,Wheat___Healthy,48
data/dataset_filtered\Tomato__target_spot\48441a2c-514b-4cc4-a4ff-fe22e330e7c9___Com.G_TgS_FL_9900.jpg,Tomato__target_spot,45
data/dataset_filtered\Tomato__yellow_leaf_curl_virus\65967e9d-4418-4ad8-9884-96732666f0ee___UF.GRC_YLCV_Lab_01296.jpg,Tomato__yellow_leaf_curl_virus,46
data/dataset_filtered\Cucumber__healthy\freshCucumber_(280).jpg,Cucumber__healthy,10
data/dataset_filtered\Rice___Healthy\IMG_20190424_130544.jpg,Rice___Healthy,25
data/dataset_filtered\Soybean__healthy\f08e1d9a-d14d-459d-883a-d04e8aac6768___RS_HL_5875.jpg,Soybean__healthy,30
data/dataset_filtered\Potato___Late_Blight\8acd2e1a-f965-4abb-bd16-8c0a4e918d2c___RS_LB_4644.jpg,Potato___Late_Blight,24
data/dataset_filtered\Pepper__bell___Bacterial_spot\f69531dd-6acc-4af1-afb1-b6970e153b6a___NREC_B.Spot_9248.jpg,Pepper__bell___Bacterial_spot,20
data/dataset_filtered\Grape__black_measles\8dde844c-0ff3-49dc-8d81-e643a5d38a63___FAM_B.Msls_4042.jpg,Grape__black_measles,11
data/dataset_filtered\Apple__Healthy\ff2e08fe-a803-4159-a9ec-0de65dbaad36___RS_HL_7368.jpg,Apple__Healthy,0
data/dataset_filtered\Strawberry___leaf_scorch\37e2c3d9-dba0-4e99-918c-7c324afef625___RS_L.Scorch_1356.jpg,Strawberry___leaf_scorch,32
data/dataset_filtered\Potato___Late_Blight\98a806fd-2839-4069-b40b-08522c34ccdc___RS_LB_3032.jpg,Potato___Late_Blight,24
data/dataset_filtered\Tomato__yellow_leaf_curl_virus\48f241e2-6f24-4a96-8ab9-70da070d5a7b___YLCV_NREC_0132.jpg,Tomato__yellow_leaf_curl_virus,46
data/dataset_filtered\Soybean__diabrotica_speciosa\diabroticaspeciosa_(427).jpg,Soybean__diabrotica_speciosa,29
data/dataset_filtered\Mango__healthy\0001_0087.jpg,Mango__healthy,16
data/dataset_filtered\Orange__Healthy\freshOrange_(26).png,Orange__Healthy,17
data/dataset_filtered\Tomato__target_spot\8bf33883-751c-4b5c-b50f-a955a4e0d8b7___Com.G_TgS_FL_1116.jpg,Tomato__target_spot,45
data/dataset_filtered\Corn___Healthy\image_(158).jpg,Corn___Healthy,8
data/dataset_filtered\Tomato__bacterial_spot\7843b77e-20cc-4721-9eeb-62206d91af0e___GCREC_Bact.Sp_6144.jpg,Tomato__bacterial_spot,41
data/dataset_filtered\Grape__leaf_blight_(isariopsis_leaf_spot)\c037b08c-c33b-4173-be87-6b82bee0a760___FAM_L.Blight_3775.jpg,Grape__leaf_blight_(isariopsis_leaf_spot),14
data/dataset_filtered\Potato__Healthy\freshPotato_(415).jpg,Potato__Healthy,22
data/dataset_filtered\Grape__black_rot\grape_black_rot4315.jpg,Grape__black_rot,12
data/dataset_filtered\Apple__Healthy\FreshApple_(9).jpg,Apple__Healthy,0
data/dataset_filtered\Rice___Leaf_Blast\IMG_20190424_131631.jpg,Rice___Leaf_Blast,26
data/dataset_filtered\Banana__Healthy\freshBanana_(136).png,Banana__Healthy,3
data/dataset_filtered\Pepper__bell___Bacterial_spot\536247a1-295f-455f-ab45-0798d5efa080___JR_B.Spot_8887.jpg,Pepper__bell___Bacterial_spot,20
data/dataset_filtered\Tomato_Early_blight\29fb6588-a368-4143-9cdd-8a131f0d50f4___RS_Erly.B_7779.jpg,Tomato_Early_blight,35
data/dataset_filtered\Tomato_Septoria_leaf_spot\afe64b64-8d22-4a85-86eb-f6963418a31c___Matt.S_CG_7833.jpg,Tomato_Septoria_leaf_spot,38
data/dataset_filtered\Tomato_Septoria_leaf_spot\94473aa8-8533-4c7c-8651-d3e4c63d7c9d___JR_Sept.L.S_8434.jpg,Tomato_Septoria_leaf_spot,38
data/dataset_filtered\Pepper__bell___healthy\4a32a3e1-2c33-4f60-9813-e29ecfd3c546___JR_HL_8650.jpg,Pepper__bell___healthy,21
data/dataset_filtered\Tomato__late_blight\a5d564de-39c2-4f69-935f-3f1036dfd2db___GHLB2_Leaf_8806.jpg,Tomato__late_blight,43
data/dataset_filtered\Tomato__healthy\ce081d63-8710-460f-9f20-cc67ef62fa37___RS_HL_9685.jpg,Tomato__healthy,42
data/dataset_filtered\Tomato_Bacterial_spot\c7064790-d35b-47d7-9da4-32819aa1c6c3___GCREC_Bact.Sp_6244.jpg,Tomato_Bacterial_spot,34
data/dataset_filtered\Rice___Neck_Blast\IMG20201109164921_00.jpg,Rice___Neck_Blast,27
data/dataset_filtered\Potato___Late_Blight\e48ffe4c-d920-4559-83ab-62d9d881d787___RS_LB_4129.jpg,Potato___Late_Blight,24
data/dataset_filtered\Wheat___Brown_Rust\Brown_rust615.jpg,Wheat___Brown_Rust,47
data/dataset_filtered\Wheat___Healthy\Healthy733.jpg,Wheat___Healthy,48
data/dataset_filtered\Rice___Leaf_Blast\IMG_20190419_100649.jpg,Rice___Leaf_Blast,26
data/dataset_filtered\Rice___Neck_Blast\IMG20201109185138_00.jpg,Rice___Neck_Blast,27
data/dataset_filtered\Potato___Early_blight\3a8429cf-f8a7-4f64-a435-ec4f1ad692c7___RS_Early.B_8990.jpg,Potato___Early_blight,23
data/dataset_filtered\Tomato_Leaf_Mold\69317010-b2b4-4a64-837e-94f8302fd508___Crnl_L.Mold_9149.jpg,Tomato_Leaf_Mold,37
data/dataset_filtered\Tomato_Septoria_leaf_spot\8f3956a3-1d30-4df2-bac5-993ca9d335f8___Keller.St_CG_1886.jpg,Tomato_Septoria_leaf_spot,38
data/dataset_filtered\Wheat___Brown_Rust\Brown_rust972.jpg,Wheat___Brown_Rust,47
data/dataset_filtered\Orange__Healthy\rotated_by_75_Screen_Shot_2018-06-12_at_11.59.28_PM.png,Orange__Healthy,17
data/dataset_filtered\Potato__Healthy\freshPotato_(306).jpg,Potato__Healthy,22
data/dataset_filtered\Cucumber__healthy\IMG20200629183058.jpg,Cucumber__healthy,10
data/dataset_filtered\Wheat___Healthy\Healthy782.jpg,Wheat___Healthy,48
data/dataset_filtered\Pepper__bell___Bacterial_spot\1b8d3e98-43d9-441d-93ef-a359e6e9ddc2___NREC_B.Spot_9052.jpg,Pepper__bell___Bacterial_spot,20
data/dataset_filtered\Potato___Early_blight\9bef32f0-dc02-4223-a378-6a41c6bfc7a9___RS_Early.B_8444.jpg,Potato___Early_blight,23
data/dataset_filtered\Cucumber__healthy\photo_2020-06-28_00-00-42_(2).jpg,Cucumber__healthy,10
data/dataset_filtered\Apple__Rotten\vertical_flip_Screen_Shot_2018-06-07_at_2.50.31_PM.png,Apple__Rotten,1
data/dataset_filtered\Cherry__healthy\936e1c64-1bc1-47c7-9cca-49bedf2682d6___JR_HL_3947.jpg,Cherry__healthy,5
data/dataset_filtered\Banana__Healthy\freshBanana_(253).jpg,Banana__Healthy,3
data/dataset_filtered\Cherry__powdery_mildew\7d22a800-a720-4f93-9209-7dee8313f42c___FREC_Pwd.M_0272.jpg,Cherry__powdery_mildew,6
data/dataset_filtered\Wheat___Yellow_Rust\Yellow_rust1085.jpg,Wheat___Yellow_Rust,49
data/dataset_filtered\Soybean__diabrotica_speciosa\diabroticaspeciosa_(1476).jpg,Soybean__diabrotica_speciosa,29
data/dataset_filtered\Grape__black_measles\419979ee-6231-4a02-94d1-3bcbdd2b63c3___FAM_B.Msls_4485.jpg,Grape__black_measles,11
data/dataset_filtered\Grape__leaf_blight_(isariopsis_leaf_spot)\b6429c0b-c973-4d95-9a21-9edcc9bf507b___FAM_L.Blight_4818.jpg,Grape__leaf_blight_(isariopsis_leaf_spot),14
data/dataset_filtered\Wheat___Yellow_Rust\Yellow_rust911.jpg,Wheat___Yellow_Rust,49
data/dataset_filtered\Wheat___Yellow_Rust\Yellow_rust493.jpg,Wheat___Yellow_Rust,49
data/dataset_filtered\Corn___Common_Rust\image_(844).jpg,Corn___Common_Rust,7
data/dataset_filtered\Tomato__late_blight\914e1c39-d7e1-4b6e-83be-254ab705746b___GHLB2_Leaf_101.3.jpg,Tomato__late_blight,43
data/dataset_filtered\Potato___Early_blight\22d1678a-3abd-4fe6-ac13-b654e2589280___RS_Early.B_8523.jpg,Potato___Early_blight,23
data/dataset_filtered\Tomato_Leaf_Mold\2715ba21-6d2a-485a-bd10-ea6e8177250d___Crnl_L.Mold_6863.jpg,Tomato_Leaf_Mold,37
data/dataset_filtered\Tomato__bacterial_spot\9ae5c3fd-c13c-47f1-bd58-eee112ef3b20___GCREC_Bact.Sp_6149.jpg,Tomato__bacterial_spot,41
data/dataset_filtered\Potato__Healthy\freshPotato_(37).jpg,Potato__Healthy,22
data/dataset_filtered\Corn___Healthy\image_(552).jpg,Corn___Healthy,8
data/dataset_filtered\Cherry__healthy\db32f3c2-3aa7-4ee8-abb1-9ee4ef325b5e___JR_HL_4063.jpg,Cherry__healthy,5
data/dataset_filtered\Rice___Healthy\IMG_20190419_115107.jpg,Rice___Healthy,25
data/dataset_filtered\Cucumber__healthy\freshCucumber_(359).jpg,Cucumber__healthy,10
data/dataset_filtered\Pepper__bell___healthy\7aea3352-7adf-4aa2-af64-3bf1f971ae35___JR_HL_8883.jpg,Pepper__bell___healthy,21
data/dataset_filtered\Soybean__diabrotica_speciosa\diabroticaspeciosa_(769).jpg,Soybean__diabrotica_speciosa,29
data/dataset_filtered\Tomato__healthy\freshTomato_(215).jpg,Tomato__healthy,42
data/dataset_filtered\Cherry__powdery_mildew\43ed2a9b-8f85-4a79-b830-bbbeba856e79___FREC_Pwd.M_4498.jpg,Cherry__powdery_mildew,6
data/dataset_filtered\Tomato_Leaf_Mold\86bcc70f-66dd-40ec-8bf5-d260f58cb25d___Crnl_L.Mold_7004.jpg,Tomato_Leaf_Mold,37
data/dataset_filtered\Strawberry__healthy\freshStrawberry_(493).jpg,Strawberry__healthy,33
data/dataset_filtered\Strawberry__Rotten\rottenStrawberry_(257).jpg,Strawberry__Rotten,31
data/dataset_filtered\Rice___Healthy\IMG_20190424_134012.jpg,Rice___Healthy,25
data/dataset_filtered\Wheat___Brown_Rust\Brown_rust529.jpg,Wheat___Brown_Rust,47
data/dataset_filtered\Rice___Healthy\IMG_20190419_134709.jpg,Rice___Healthy,25
data/dataset_filtered\Tomato_Septoria_leaf_spot\e0f3d05f-131f-4baf-ae8b-36abdd1fc925___Matt.S_CG_6241.jpg,Tomato_Septoria_leaf_spot,38
data/dataset_filtered\Banana__Rotten\vertical_flip_Screen_Shot_2018-06-12_at_8.57.14_PM.png,Banana__Rotten,4
data/dataset_filtered\Potato___Early_blight\07baabd8-e118-47dd-9d8d-132d4347836a___RS_Early.B_8555.jpg,Potato___Early_blight,23
data/dataset_filtered\Peach__bacterial_spot\a06142af-c8df-49c8-aad2-8ad331dd00b0___Rut._Bact.S_0981.jpg,Peach__bacterial_spot,19
data/dataset_filtered\Rice___Neck_Blast\IMG20201109211929_00.jpg,Rice___Neck_Blast,27
data/dataset_filtered\Rice___Leaf_Blast\IMG_20190419_172826.jpg,Rice___Leaf_Blast,26
data/dataset_filtered\Peach__bacterial_spot\10a1739f-2f55-4e74-8d48-55e34dcfccd1___Rutg._Bact.S_2227.jpg,Peach__bacterial_spot,19
data/dataset_filtered\Grape__leaf_blight_(isariopsis_leaf_spot)\cc8ea399-d7a8-4470-850c-b8ee0ac965fd___FAM_L.Blight_1539.jpg,Grape__leaf_blight_(isariopsis_leaf_spot),14
data/dataset_filtered\Cucumber__healthy\freshCucumber_(223).jpg,Cucumber__healthy,10
data/dataset_filtered\Strawberry___leaf_scorch\83fe881f-22b2-422d-970f-c43f0c7bfcad___RS_L.Scorch_1541.jpg,Strawberry___leaf_scorch,32
data/dataset_filtered\Corn___Healthy\image_(39).jpg,Corn___Healthy,8
data/dataset_filtered\Cherry__powdery_mildew\ab79b5ac-9d44-42c8-a745-25cca89aed90___FREC_Pwd.M_4925.jpg,Cherry__powdery_mildew,6
data/dataset_filtered\Mango__Rotten\93.jpg,Mango__Rotten,15
data/dataset_filtered\Mango__healthy\0001_0155.jpg,Mango__healthy,16
data/dataset_filtered\Tomato_Late_blight\8634f13d-ee5a-442e-8b58-6b667c91379c___GHLB2_Leaf_8968.jpg,Tomato_Late_blight,36
data/dataset_filtered\Tomato_Early_blight\d204ed67-ae0c-40fa-84a4-0e7ef9bca62d___RS_Erly.B_8432.jpg,Tomato_Early_blight,35
data/dataset_filtered\Soybean__healthy\cfb64956-a7bf-46f3-b760-501d916594db___RS_HL_4125.jpg,Soybean__healthy,30
data/dataset_filtered\Wheat___Yellow_Rust\Yellow_rust606.jpg,Wheat___Yellow_Rust,49
data/dataset_filtered\Tomato__healthy\1ae5cf7c-f03a-4591-93e9-61d9784763e0___RS_HL_0043.jpg,Tomato__healthy,42
data/dataset_filtered\Tomato_Bacterial_spot\f3bbf9c8-06fd-4f1e-930a-f576c0fbc06d___GCREC_Bact.Sp_3717.jpg,Tomato_Bacterial_spot,34
data/dataset_filtered\Tomato__target_spot\6764ec8d-0d2f-4ada-bc07-0144efc9ad35___Com.G_TgS_FL_8078.jpg,Tomato__target_spot,45
data/dataset_filtered\Wheat___Healthy\Healthy445.jpg,Wheat___Healthy,48
data/dataset_filtered\Tomato_Leaf_Mold\87a12625-8af0-43af-9169-4037ba079743___Crnl_L.Mold_9124.jpg,Tomato_Leaf_Mold,37
data/dataset_filtered\Tomato__target_spot\0b6c4305-0cdc-4150-914b-5d7a5acb7881___Com.G_TgS_FL_8257.jpg,Tomato__target_spot,45
data/dataset_filtered\Wheat___Healthy\Healthy1222.jpg,Wheat___Healthy,48
data/dataset_filtered\Grape__leaf_blight_(isariopsis_leaf_spot)\043920d3-0542-4bd7-a8e5-3807c04a5bdc___FAM_L.Blight_1461.jpg,Grape__leaf_blight_(isariopsis_leaf_spot),14
data/dataset_filtered\Peach__bacterial_spot\66d7675e-67ba-44e0-b558-af68159cb7c8___Rut._Bact.S_1264.jpg,Peach__bacterial_spot,19
data/dataset_filtered\Potato___Late_Blight\ec958877-f479-4c8c-a947-3686039f8921___RS_LB_2587.jpg,Potato___Late_Blight,24
data/dataset_filtered\Tomato__target_spot\40e782a0-4834-434b-9346-443fc65fd22c___Com.G_TgS_FL_0745.jpg,Tomato__target_spot,45
data/dataset_filtered\Pepper__bell___Bacterial_spot\01ebc916-4793-40a3-b5e4-a32687e4fa3d___NREC_B.Spot_9125.jpg,Pepper__bell___Bacterial_spot,20
data/dataset_filtered\Corn___Northern_Leaf_Blight\image_(634).jpg,Corn___Northern_Leaf_Blight,9
data/dataset_filtered\Strawberry__Rotten\987.jpg,Strawberry__Rotten,31
data/dataset_filtered\Tomato__Tomato_YellowLeaf__Curl_Virus\46e93f7b-651f-4fbf-afad-d5a4312bc50f___YLCV_NREC_2170.jpg,Tomato__Tomato_YellowLeaf__Curl_Virus,40
data/dataset_filtered\Soybean__healthy\f1c5822a-01be-470f-aa3c-7982976e2497___RS_HL_2876.jpg,Soybean__healthy,30
data/dataset_filtered\Mango__healthy\freshMango_(156).jpg,Mango__healthy,16
data/dataset_filtered\Banana__Rotten\rotated_by_30_Screen_Shot_2018-06-12_at_9.12.45_PM.png,Banana__Rotten,4
data/dataset_filtered\Tomato__Tomato_YellowLeaf__Curl_Virus\6ef454f4-79c7-42f9-b810-9e980bf8c116___YLCV_GCREC_5301.jpg,Tomato__Tomato_YellowLeaf__Curl_Virus,40
data/dataset_filtered\Peach__bacterial_spot\0295d4b3-f225-486f-9d6f-403f299a6c9e___Rut._Bact.S_0883.jpg,Peach__bacterial_spot,19
data/dataset_filtered\Mango__healthy\0001_0031.jpg,Mango__healthy,16
data/dataset_filtered\Tomato__healthy\918886d9-62bf-46a4-97f9-0afe76641b25___GH_HL_Leaf_365.1.jpg,Tomato__healthy,42
data/dataset_filtered\Corn___Healthy\image_(857).jpg,Corn___Healthy,8
data/dataset_filtered\Strawberry__healthy\19a8e3cb-c287-4871-9cb3-23e17fd5bf27___RS_HL_2160.jpg,Strawberry__healthy,33
data/dataset_filtered\Mango__healthy\131.jpg,Mango__healthy,16
data/dataset_filtered\Wheat___Brown_Rust\Brown_rust413.jpg,Wheat___Brown_Rust,47
data/dataset_filtered\Tomato_Late_blight\6cc5252d-0b5d-4f06-969d-8317150c355d___RS_Late.B_5012.jpg,Tomato_Late_blight,36
data/dataset_filtered\Tomato_Early_blight\fb2aaea3-f1cd-49c3-aa02-b640c62e59f5___RS_Erly.B_9389.jpg,Tomato_Early_blight,35
data/dataset_filtered\Banana__Healthy\freshBanana_(88).jpg,Banana__Healthy,3
data/dataset_filtered\Apple__scab\03eccb1a-0368-4ac7-9f48-7546037b775a___FREC_Scab_3334.jpg,Apple__scab,2
data/dataset_filtered\Apple__Healthy\f864bef8-0fb1-43e1-866f-a1e78336be9f___RS_HL_7521.jpg,Apple__Healthy,0
data/dataset_filtered\Apple__Healthy\Screen_Shot_2018-06-08_at_5.06.28_PM.png,Apple__Healthy,0
data/dataset_filtered\Soybean__caterpillar\caterpillar_(2126).jpg,Soybean__caterpillar,28
data/dataset_filtered\Soybean__diabrotica_speciosa\diabroticaspeciosa_(2171).jpg,Soybean__diabrotica_speciosa,29
data/dataset_filtered\Cherry__healthy\7bb5ebf4-8be6-4652-913c-519b58a34821___JR_HL_9758.jpg,Cherry__healthy,5
data/dataset_filtered\Strawberry___leaf_scorch\ca0ba54f-4cb3-4565-bc9b-70e5ef4eda37___RS_L.Scorch_9943.jpg,Strawberry___leaf_scorch,32
data/dataset_filtered\Tomato__target_spot\23bc8a9f-5b65-4e12-96f5-fe706f31b32e___Com.G_TgS_FL_8171.jpg,Tomato__target_spot,45
data/dataset_filtered\Wheat___Healthy\Healthy1002.jpg,Wheat___Healthy,48
data/dataset_filtered\Soybean__diabrotica_speciosa\diabroticaspeciosa_(1405).jpg,Soybean__diabrotica_speciosa,29
data/dataset_filtered\Pepper__bell___healthy\a313a505-f0ba-4e4f-ae85-344acc62d94e___JR_HL_7825.jpg,Pepper__bell___healthy,21
data/dataset_filtered\Rice___Healthy\IMG_20190419_140328.jpg,Rice___Healthy,25
data/dataset_filtered\Orange__Rotten\rotated_by_45_Screen_Shot_2018-06-12_at_11.29.58_PM.png,Orange__Rotten,18
data/dataset_filtered\Soybean__healthy\healthy_(380).jpg,Soybean__healthy,30
data/dataset_filtered\Corn___Northern_Leaf_Blight\image_(615).jpg,Corn___Northern_Leaf_Blight,9
data/dataset_filtered\Grape__healthy\8c3e4fd0-4183-4a75-9e29-76851d08379c___Mt.N.V_HL_8965.jpg,Grape__healthy,13
data/dataset_filtered\Orange__Rotten\rottenOrange_(549).jpg,Orange__Rotten,18
data/dataset_filtered\Strawberry__healthy\40.jpg,Strawberry__healthy,33
data/dataset_filtered\Apple__Healthy\Screen_Shot_2018-06-08_at_5.17.34_PM.png,Apple__Healthy,0
data/dataset_filtered\Banana__Rotten\rottenBanana_(172).jpg,Banana__Rotten,4
data/dataset_filtered\Mango__Rotten\lasio_163.jpg,Mango__Rotten,15
data/dataset_filtered\Cherry__healthy\c3da605f-86e5-4cc5-a88f-99586e313151___JR_HL_9873.jpg,Cherry__healthy,5
data/dataset_filtered\Tomato_Bacterial_spot\b66ad55a-0bf2-4819-90f2-10d4206122e6___GCREC_Bact.Sp_3771.jpg,Tomato_Bacterial_spot,34
data/dataset_filtered\Tomato_Leaf_Mold\354c1fb7-f8ee-4a39-af91-0e5ef49b20bb___Crnl_L.Mold_8959.jpg,Tomato_Leaf_Mold,37
data/dataset_filtered\Soybean__diabrotica_speciosa\diabroticaspeciosa_(1349).jpg,Soybean__diabrotica_speciosa,29
data/dataset_filtered\Banana__Rotten\rotated_by_15_Screen_Shot_2018-06-12_at_9.06.21_PM.png,Banana__Rotten,4
data/dataset_filtered\Tomato__Tomato_YellowLeaf__Curl_Virus\966393c2-cef5-4fe7-b6e2-e6f6b7cfac0a___UF.GRC_YLCV_Lab_01569.jpg,Tomato__Tomato_YellowLeaf__Curl_Virus,40
data/dataset_filtered\Grape__black_rot\grape_black_rot3525.jpg,Grape__black_rot,12
data/dataset_filtered\Tomato__Tomato_YellowLeaf__Curl_Virus\4729d4e2-59d3-4f41-b28b-788f9fb20e50___YLCV_GCREC_2754.jpg,Tomato__Tomato_YellowLeaf__Curl_Virus,40
data/dataset_filtered\Apple__Rotten\rottenApple_(567).jpg,Apple__Rotten,1
data/dataset_filtered\Tomato__target_spot\50d3e666-8d65-4f36-a9e8-59b136c28739___Com.G_TgS_FL_0689.jpg,Tomato__target_spot,45
data/dataset_filtered\Corn___Healthy\image_(570).jpg,Corn___Healthy,8
